frame,time_sec,abdomen_y_deg,abdomen_x_deg,hip_y_left_deg,hip_y_right_deg,knee_left_deg,knee_right_deg,ankle_y_left_deg,ankle_y_right_deg,shoulder1_left_deg,shoulder1_right_deg,elbow_left_deg,elbow_right_deg
751,12.5229,3.925,60.000,160.117,166.942,134.586,140.457,28.333,29.871,112.508,101.817,131.398,127.894
752,12.5395,3.903,60.000,160.027,167.245,134.533,140.951,28.129,29.710,112.565,100.977,131.628,127.319
753,12.5562,3.901,60.000,160.185,167.854,134.555,141.159,28.131,29.710,112.737,100.410,131.776,126.325
754,12.5729,3.929,60.000,160.862,168.418,135.265,141.517,27.947,29.503,112.838,100.522,132.005,126.542
755,12.5896,3.937,60.000,160.429,168.318,134.963,141.599,28.035,29.507,112.774,100.502,131.738,126.515
756,12.6062,3.928,60.000,158.890,167.466,133.185,140.961,28.032,29.540,112.765,101.363,131.784,127.139
757,12.6229,3.929,60.000,158.306,167.451,132.502,140.975,27.963,29.562,112.878,101.458,131.675,127.123
758,12.6396,3.896,60.000,157.426,167.006,131.578,140.406,28.057,29.644,112.890,101.463,131.759,127.010
759,12.6563,3.852,60.000,157.675,167.016,131.765,140.428,28.037,29.643,112.436,101.667,131.489,126.928
760,12.6729,3.830,60.000,157.238,166.929,131.410,140.457,28.109,29.696,112.431,101.671,131.523,126.777
761,12.6896,3.800,60.000,156.957,166.475,131.390,140.524,28.144,29.708,111.880,101.761,130.876,127.341
762,12.7063,3.730,60.000,156.104,166.373,130.212,140.496,28.061,29.715,111.872,101.729,130.916,127.206
763,12.7230,3.677,60.000,156.236,166.661,130.189,140.454,28.038,29.720,111.959,101.227,130.906,126.758
764,12.7396,3.657,60.000,157.122,167.461,131.088,141.355,28.102,29.811,112.063,101.144,130.982,126.605
765,12.7563,3.639,60.000,157.047,167.382,130.866,141.233,28.008,29.698,112.075,101.293,130.998,126.804
766,12.7730,3.609,60.000,156.227,166.468,130.572,141.149,27.702,29.420,111.644,101.479,130.755,127.129
767,12.7897,3.593,60.000,156.161,166.507,130.406,141.121,27.523,29.297,111.665,101.311,130.909,126.916
768,12.8063,3.568,60.000,156.666,167.027,131.054,141.863,27.574,29.421,112.346,101.080,131.789,126.583
769,12.8230,3.563,60.000,155.706,167.058,130.536,141.874,27.464,29.270,112.955,100.340,132.644,126.032
770,12.8397,3.544,60.000,156.060,167.393,130.819,142.217,27.407,29.244,112.979,99.432,132.584,124.891
771,12.8564,3.536,60.000,155.042,167.381,129.895,141.977,27.620,29.448,112.941,99.315,132.540,124.486
772,12.8730,3.533,60.000,154.813,167.235,129.709,141.869,27.648,29.462,113.216,99.175,133.017,124.356
773,12.8897,3.518,60.000,153.039,167.716,127.364,141.459,27.589,29.495,113.512,99.497,133.428,124.475
774,12.9064,3.494,60.000,153.954,168.424,127.751,141.419,27.496,29.339,113.923,100.182,133.943,125.013
775,12.9231,3.421,60.000,153.909,168.707,127.265,140.990,27.255,29.030,114.006,98.833,134.050,123.944
776,12.9397,3.366,60.000,155.656,169.309,128.135,141.479,27.780,29.718,114.880,100.801,135.240,125.534
777,12.9564,3.330,60.000,156.543,169.497,128.775,141.842,27.415,29.404,114.576,100.714,134.739,125.767
778,12.9731,3.266,60.000,157.171,168.588,129.528,141.898,27.273,29.395,114.188,101.125,134.332,126.084
779,12.9898,3.181,60.000,157.883,168.485,130.296,141.908,27.336,29.391,113.241,101.216,132.974,126.032
780,13.0064,3.136,60.000,160.081,168.543,132.445,141.989,27.459,29.394,112.540,101.388,132.117,125.992
781,13.0231,3.118,60.000,160.727,167.815,133.226,141.155,27.669,29.522,111.810,102.952,131.373,127.732
782,13.0398,3.099,60.000,160.490,165.953,132.752,138.979,28.115,29.871,112.463,103.283,132.276,128.058
783,13.0565,3.049,60.000,158.162,163.425,130.256,136.417,28.978,30.511,112.590,103.726,132.747,128.478
784,13.0731,2.951,60.000,157.624,163.252,129.977,136.550,28.973,30.432,112.125,103.705,132.504,128.584
785,13.0898,2.892,60.000,157.071,162.892,129.372,136.313,28.784,30.079,112.162,103.603,132.530,128.707
786,13.1065,2.808,60.000,156.807,162.549,129.276,136.002,28.936,30.240,112.252,103.768,132.554,129.078
787,13.1232,2.777,60.000,157.054,162.975,129.582,136.377,28.920,30.157,112.253,103.624,132.603,129.190
788,13.1398,2.761,60.000,157.143,163.370,129.624,136.663,28.824,30.099,112.186,103.672,132.398,129.375
789,13.1565,2.746,60.000,157.614,163.880,129.747,136.659,28.799,29.972,111.427,104.139,131.463,129.910
790,13.1732,2.740,60.000,159.255,165.580,130.193,136.797,29.072,30.151,111.772,105.369,131.786,130.920
791,13.1899,2.732,60.000,159.375,165.692,130.313,137.081,29.171,30.341,111.801,104.972,131.657,130.179
792,13.2065,2.727,60.000,159.479,166.288,130.412,137.067,29.158,30.289,112.234,104.173,132.193,128.973
793,13.2232,2.721,60.000,158.555,165.105,130.591,136.800,29.349,30.439,113.388,103.378,133.540,128.219
794,13.2399,2.715,60.000,158.912,165.761,130.602,136.736,29.396,30.522,113.751,103.529,134.009,128.302
795,13.2566,2.711,60.000,158.953,165.824,130.651,136.734,29.487,30.572,113.630,103.493,133.762,128.060
796,13.2732,2.705,60.000,159.049,165.447,130.705,136.324,29.549,30.651,113.618,103.337,133.626,127.689
797,13.2899,2.698,60.000,159.782,163.864,132.885,136.475,29.815,30.578,112.809,103.072,132.429,127.499
798,13.3066,2.692,60.000,159.866,164.706,132.945,136.500,29.841,30.586,112.732,102.305,132.235,126.384
799,13.3233,2.694,60.000,159.621,164.576,132.819,136.471,30.042,30.716,112.480,102.295,131.855,126.179
800,13.3399,2.705,60.000,158.003,162.389,131.696,135.783,29.945,30.668,111.477,101.618,130.542,125.214
801,13.3566,2.683,60.000,157.142,161.268,132.591,136.383,30.504,31.122,111.785,101.051,131.101,124.848
802,13.3733,2.694,60.000,157.051,161.315,133.127,136.543,31.252,31.736,111.900,101.313,131.301,125.022
803,13.3900,2.692,60.000,154.797,161.368,130.407,136.154,31.165,31.670,112.467,100.666,132.126,124.549
804,13.4066,2.700,60.000,155.991,163.450,129.256,134.894,30.761,31.391,113.336,101.168,133.114,125.069
805,13.4233,2.705,60.000,156.964,164.104,129.018,134.166,30.763,31.191,113.580,102.855,133.567,126.786
806,13.4400,2.706,60.000,155.158,164.314,126.509,133.542,30.543,31.259,113.740,102.202,133.755,125.802
807,13.4567,2.692,60.000,156.567,165.258,126.705,133.590,30.517,31.241,113.488,103.139,133.261,126.699
