frame,time_sec,abdomen_y_deg,abdomen_x_deg,hip_y_left_deg,hip_y_right_deg,knee_left_deg,knee_right_deg,ankle_y_left_deg,ankle_y_right_deg,shoulder1_left_deg,shoulder1_right_deg,elbow_left_deg,elbow_right_deg
247,4.1187,4.227,60.000,140.310,136.992,130.506,123.626,38.174,37.149,21.424,31.838,73.321,93.233
248,4.1354,4.316,60.000,148.080,151.440,136.110,128.166,45.100,43.169,29.120,35.068,93.403,107.938
249,4.1521,4.457,60.000,148.970,153.939,135.866,126.924,44.498,42.087,31.844,36.280,93.782,104.336
250,4.1687,4.698,60.000,148.344,152.018,136.940,127.660,45.208,43.008,33.457,38.493,90.540,103.638
251,4.1854,4.778,60.000,156.911,166.150,140.570,132.081,47.449,45.024,39.866,41.862,99.554,111.771
252,4.2021,4.855,60.000,161.831,174.851,142.486,137.273,48.535,45.349,44.880,46.309,100.131,110.796
253,4.2188,4.861,60.000,162.943,171.937,144.842,139.683,51.424,48.692,49.317,49.878,103.546,111.621
254,4.2354,4.977,60.000,152.310,159.901,140.429,135.394,45.321,43.105,47.912,47.680,93.492,106.052
255,4.2521,5.003,60.000,146.796,150.849,136.976,130.792,43.950,41.724,51.754,52.581,95.660,107.713
256,4.2688,5.043,60.000,140.947,139.321,134.881,128.286,38.282,37.885,47.674,57.138,85.836,103.933
257,4.2855,5.045,60.000,141.107,138.471,136.933,129.496,36.129,35.112,50.737,60.833,87.053,105.906
258,4.3021,5.017,60.000,143.589,145.398,137.820,132.591,37.153,36.120,57.794,60.772,92.622,106.953
259,4.3188,4.982,60.000,147.232,149.447,139.055,134.975,36.567,35.938,62.881,61.113,94.836,106.054
260,4.3355,4.857,60.000,151.572,152.235,144.353,138.359,33.920,33.569,68.607,62.836,97.998,101.715
261,4.3522,4.849,60.000,157.382,157.335,148.841,141.840,32.673,32.489,79.314,64.020,106.623,101.675
262,4.3688,4.717,60.000,161.004,161.349,151.462,143.172,33.010,32.941,81.498,72.001,106.233,113.779
263,4.3855,4.662,60.000,162.740,162.377,152.570,144.755,33.288,33.383,86.957,72.266,114.408,113.621
264,4.4022,4.467,60.000,165.779,166.031,154.356,147.312,33.466,33.877,94.471,77.073,122.241,118.993
265,4.4189,4.406,60.000,166.263,163.258,154.879,146.196,33.022,33.385,94.470,83.551,121.329,126.835
266,4.4355,4.398,60.000,165.562,162.684,155.021,146.423,34.382,34.331,89.465,82.382,117.190,122.334
267,4.4522,4.486,60.000,165.566,161.491,153.579,144.455,32.925,33.109,81.252,84.295,109.184,121.977
268,4.4689,4.521,60.000,167.265,164.640,153.296,143.875,33.227,33.411,88.556,92.126,116.275,131.649
269,4.4856,4.447,60.000,166.209,169.743,152.620,144.373,33.659,34.095,90.946,95.603,120.466,136.934
270,4.5022,4.394,60.000,166.524,167.343,149.737,144.107,32.952,33.917,86.621,96.149,108.587,133.713
271,4.5189,4.379,60.000,161.501,165.506,138.495,137.296,31.587,33.061,94.249,93.871,118.877,127.148
272,4.5356,4.489,60.000,154.065,157.672,129.559,128.253,31.485,33.181,96.563,92.020,120.973,123.386
273,4.5523,4.684,60.000,155.159,154.841,130.846,126.454,31.245,32.854,101.980,87.820,126.745,117.645
274,4.5689,4.783,60.000,154.901,154.877,132.682,127.261,31.358,32.917,103.776,89.815,128.029,122.800
275,4.5856,4.754,60.000,151.714,150.224,131.224,126.694,31.085,32.870,102.090,89.902,124.732,121.591
276,4.6023,4.759,60.000,143.253,143.425,124.487,121.323,30.290,32.158,101.872,87.574,124.293,117.908
277,4.6190,4.862,60.000,137.791,143.385,117.727,120.528,29.797,31.983,102.904,84.654,124.553,113.797
278,4.6356,4.849,60.000,135.559,140.458,115.623,117.158,30.204,31.898,104.102,85.302,124.696,113.392
279,4.6523,4.800,60.000,136.842,136.892,117.483,114.205,31.145,32.573,105.193,86.880,125.241,112.912
280,4.6690,4.819,60.000,134.223,134.403,116.568,113.801,31.894,33.244,108.648,87.722,130.302,114.275
281,4.6857,4.922,60.000,132.872,132.140,115.281,110.554,32.187,33.629,110.311,87.761,131.116,114.021
282,4.7023,4.819,60.000,133.577,135.148,114.101,111.476,32.349,33.734,113.292,91.923,134.737,117.928
283,4.7190,4.686,60.000,136.361,137.789,113.998,111.655,31.733,33.291,114.206,93.994,136.432,119.737
284,4.7357,4.647,60.000,138.619,141.438,114.556,112.511,31.277,33.522,115.540,92.616,137.385,117.691
285,4.7524,4.599,60.000,137.752,141.064,113.575,112.901,31.062,33.203,115.613,94.942,136.673,119.189
286,4.7690,4.584,60.000,133.604,139.362,109.182,112.639,30.243,32.456,115.893,96.843,137.154,121.272
287,4.7857,4.571,60.000,130.214,140.165,104.322,112.310,29.687,31.939,116.305,97.486,137.102,121.698
288,4.8024,4.673,60.000,125.898,140.385,98.879,111.294,29.453,32.011,116.023,97.041,136.047,119.813
289,4.8191,4.658,60.000,124.218,139.758,96.590,109.038,30.301,32.891,116.063,96.709,135.657,117.833
290,4.8357,4.644,60.000,126.204,138.831,99.131,108.840,30.593,33.033,116.005,96.958,135.366,118.715
291,4.8524,4.612,60.000,125.746,134.967,99.944,109.100,30.591,33.216,116.276,98.874,136.083,121.754
292,4.8691,4.598,60.000,125.693,134.334,100.305,109.276,30.584,33.378,116.149,98.458,136.009,121.639
293,4.8858,4.562,60.000,128.983,132.349,105.741,109.103,32.185,34.792,116.026,97.875,135.817,120.754
294,4.9024,4.484,60.000,131.105,133.756,106.774,107.946,33.065,35.257,115.691,97.790,134.825,119.239
295,4.9191,4.457,60.000,130.200,133.339,106.434,107.489,33.500,35.343,115.414,97.564,134.423,118.835
296,4.9358,4.393,60.000,130.187,133.718,106.121,107.551,33.043,34.989,115.337,97.622,134.377,119.003
297,4.9525,4.408,60.000,129.023,131.060,107.955,107.463,33.332,34.761,114.209,96.806,133.553,119.522
298,4.9691,4.401,60.000,128.840,131.222,107.803,107.797,33.056,34.687,114.105,96.743,133.425,119.596
299,4.9858,4.407,60.000,129.483,131.369,108.095,107.508,32.601,34.239,113.946,96.834,133.188,119.861
300,5.0025,4.408,60.000,129.391,131.159,108.006,107.426,32.496,34.180,113.935,97.114,133.163,120.226
301,5.0192,4.404,60.000,129.171,131.171,108.570,107.658,32.717,34.156,113.579,96.613,132.746,119.537
302,5.0358,4.420,60.000,129.348,130.438,109.837,107.648,33.530,34.520,113.530,96.587,132.745,119.535
303,5.0525,4.418,60.000,128.915,129.294,109.690,107.156,33.613,34.475,113.411,97.377,132.721,120.849
304,5.0692,4.435,60.000,127.296,126.815,108.304,105.588,33.525,34.195,112.924,98.570,132.274,122.315
305,5.0858,4.482,60.000,127.802,127.568,108.742,105.820,33.378,34.143,112.974,98.007,132.342,121.571
306,5.1025,4.502,60.000,129.571,127.727,110.368,105.508,33.458,34.029,112.567,97.723,131.559,121.104
307,5.1192,4.452,60.000,130.532,128.475,110.102,104.479,34.695,34.972,112.621,98.881,130.735,121.527
308,5.1359,4.444,60.000,131.359,130.010,109.442,103.421,34.428,34.603,113.032,98.707,131.063,120.616
309,5.1525,4.457,60.000,130.731,128.012,108.885,103.423,33.327,33.968,111.749,98.784,129.435,121.584
310,5.1692,4.469,60.000,131.155,125.556,111.624,104.287,32.289,32.945,109.720,98.597,127.846,122.456
311,5.1859,4.466,60.000,131.665,125.788,113.552,105.017,32.467,32.854,109.609,97.579,128.191,121.595
312,5.2026,4.444,60.000,131.088,126.413,112.999,105.185,32.552,32.919,109.227,97.831,127.707,122.205
313,5.2192,4.398,60.000,131.058,129.360,112.093,107.284,32.043,32.552,109.769,98.373,128.449,123.933
314,5.2359,4.386,60.000,131.286,131.884,111.198,108.633,30.796,31.682,110.089,97.827,128.960,122.611
315,5.2526,4.350,60.000,131.912,131.934,112.054,108.931,31.170,32.095,110.295,97.823,129.192,122.473
316,5.2693,4.419,60.000,131.793,132.058,111.614,108.851,30.894,31.899,110.372,97.425,129.160,121.769
317,5.2859,4.446,60.000,131.672,131.868,111.789,108.966,31.093,32.091,110.215,97.174,128.976,121.078
318,5.3026,4.465,60.000,131.267,131.030,111.836,108.988,31.050,32.104,109.757,96.539,128.378,120.175
319,5.3193,4.464,60.000,129.091,131.110,109.283,109.014,30.826,32.181,109.871,96.641,128.537,120.214
320,5.3360,4.466,60.000,129.591,131.611,109.493,109.042,30.884,32.176,110.242,96.800,128.937,120.449
321,5.3526,4.466,60.000,128.846,132.701,107.397,108.761,30.617,32.170,111.021,96.927,129.515,120.261
322,5.3693,4.487,60.000,127.891,132.594,106.569,108.719,30.367,31.815,111.128,96.913,129.800,120.350
323,5.3860,4.499,60.000,127.307,132.090,106.349,108.815,30.338,31.894,111.082,96.513,129.823,120.076
324,5.4027,4.536,60.000,127.109,131.828,106.413,108.813,30.328,31.969,110.944,96.171,129.593,119.722
325,5.4193,4.577,60.000,127.521,131.557,107.081,108.917,30.436,31.975,110.672,96.164,129.266,119.749
326,5.4360,4.603,60.000,127.967,130.692,108.473,109.248,30.760,32.186,110.235,96.074,128.945,119.718
327,5.4527,4.658,60.000,128.067,130.905,108.902,109.450,31.109,32.423,110.358,96.159,129.069,119.672
328,5.4694,4.683,60.000,129.109,131.206,110.200,109.765,31.247,32.435,110.279,96.088,129.033,119.694
329,5.4860,4.670,60.000,129.786,131.508,110.426,109.395,31.473,32.808,110.487,95.785,129.239,119.219
330,5.5027,4.639,60.000,131.274,133.263,110.562,108.999,31.614,33.027,111.558,96.016,130.211,118.734
331,5.5194,4.629,60.000,129.497,132.861,108.936,108.688,31.347,33.030,111.283,96.613,129.932,119.732
332,5.5361,4.631,60.000,129.518,132.484,108.816,108.349,31.664,33.379,111.675,96.325,130.388,119.120
333,5.5527,4.613,60.000,127.265,131.271,107.075,107.637,31.884,33.640,111.461,96.646,130.229,119.691
334,5.5694,4.605,60.000,126.951,130.486,107.212,107.368,32.358,33.910,111.442,96.057,130.222,119.153
335,5.5861,4.590,60.000,126.972,129.476,107.601,106.788,32.702,34.207,111.399,95.697,130.165,118.928
336,5.6028,4.582,60.000,127.080,129.639,107.467,106.588,32.535,33.983,111.470,95.542,130.234,119.019
337,5.6194,4.580,60.000,127.368,130.942,107.627,107.646,32.483,33.814,111.866,95.541,130.835,118.963
338,5.6361,4.594,60.000,129.376,132.203,109.134,108.543,32.051,33.379,111.888,96.652,130.885,119.955
339,5.6528,4.580,60.000,130.574,132.329,110.455,108.726,32.230,33.395,111.897,97.613,131.047,120.879
340,5.6695,4.574,60.000,130.574,132.129,110.767,109.016,32.689,33.861,111.859,97.532,131.117,120.863
341,5.6861,4.571,60.000,130.707,132.306,110.928,109.249,32.720,33.885,111.866,97.824,131.136,121.467
342,5.7028,4.572,60.000,130.652,132.450,110.800,109.329,32.747,33.866,112.082,97.855,131.471,121.500
343,5.7195,4.577,60.000,129.835,132.405,109.949,109.327,32.654,33.872,112.207,97.799,131.664,121.465
344,5.7362,4.578,60.000,129.547,132.093,109.852,109.404,32.595,33.768,112.016,97.798,131.529,121.572
345,5.7528,4.581,60.000,128.022,131.912,108.611,109.524,32.636,33.878,112.448,97.606,132.202,121.428
346,5.7695,4.579,60.000,127.074,131.857,107.449,109.489,32.445,33.852,112.601,98.182,132.385,122.139
347,5.7862,4.579,60.000,126.680,131.459,107.330,109.717,32.434,33.756,112.518,98.461,132.407,122.736
348,5.8029,4.579,60.000,126.163,130.901,106.844,109.381,32.347,33.723,112.537,98.307,132.514,122.610
349,5.8195,4.581,60.000,126.455,130.672,106.782,109.282,31.351,32.905,112.317,98.327,132.356,122.809
350,5.8362,4.594,60.000,128.644,130.885,109.343,109.621,31.593,32.976,112.329,98.208,132.347,122.763
351,5.8529,4.596,60.000,129.092,130.968,109.407,109.626,31.665,33.056,112.240,98.122,132.016,122.589
352,5.8696,4.605,60.000,129.229,133.120,108.503,109.384,31.825,33.300,113.205,98.483,133.081,122.902
353,5.8862,4.675,60.000,127.520,133.486,106.287,109.178,31.501,33.300,113.343,97.859,133.175,122.077
354,5.9029,4.686,60.000,128.506,134.282,106.432,109.048,31.221,33.022,113.680,97.990,133.501,122.233
355,5.9196,4.702,60.000,129.434,135.684,106.678,109.815,30.568,32.304,113.707,97.902,133.514,122.121
356,5.9363,4.752,60.000,128.551,135.668,105.659,109.462,30.442,32.199,114.145,96.752,134.059,120.733
357,5.9529,4.765,60.000,128.379,135.983,105.757,109.713,30.502,32.128,113.890,96.887,133.729,120.903
358,5.9696,4.755,60.000,130.062,138.347,105.842,110.512,30.468,32.135,114.021,98.706,133.366,122.817
359,5.9863,4.732,60.000,131.368,140.180,105.947,111.001,30.505,32.267,114.235,99.021,133.209,123.040
360,6.0030,4.727,60.000,131.167,141.598,105.501,111.631,30.441,32.360,114.354,97.879,133.442,121.048
361,6.0196,4.715,60.000,128.111,139.849,104.520,112.517,29.885,31.783,113.670,95.781,132.950,119.538
362,6.0363,4.709,60.000,125.393,136.781,103.595,112.660,29.735,31.730,111.733,95.731,131.243,120.804
363,6.0530,4.706,60.000,125.536,137.145,103.778,112.580,29.409,31.326,111.323,93.879,130.985,119.812
364,6.0697,4.740,60.000,124.208,137.944,102.291,112.251,29.681,31.530,111.428,92.856,131.219,117.870
365,6.0863,4.787,60.000,125.463,139.335,102.831,111.338,29.818,31.963,112.107,91.899,131.979,115.550
366,6.1030,4.793,60.000,123.668,136.494,103.120,111.345,29.846,32.010,112.167,89.729,132.791,114.244
367,6.1197,4.830,60.000,128.606,136.747,107.918,111.490,29.901,31.940,110.178,90.029,129.799,114.862
368,6.1364,4.803,60.000,132.122,134.817,111.716,113.323,29.826,31.806,109.181,90.825,129.237,116.570
369,6.1530,4.768,60.000,132.625,136.182,111.692,113.913,29.863,31.753,104.128,90.869,122.927,118.248
370,6.1697,4.780,60.000,132.544,137.622,112.476,117.911,29.403,31.345,101.183,91.059,120.712,119.812
371,6.1864,4.835,60.000,135.411,138.332,115.369,117.771,29.705,31.489,100.811,90.815,121.339,120.179
372,6.2031,4.908,60.000,136.824,138.776,117.098,117.575,30.045,31.482,99.096,89.841,120.531,119.929
373,6.2197,4.993,60.000,144.624,139.257,125.830,117.728,30.813,31.584,98.124,88.872,120.383,119.788
374,6.2364,5.061,60.000,144.963,139.667,128.177,120.689,30.862,31.764,93.461,89.870,116.591,122.073
375,6.2531,5.051,60.000,148.519,144.519,128.455,120.618,31.146,31.944,93.663,88.729,116.148,119.474
376,6.2698,5.046,60.000,151.283,144.846,131.564,121.712,31.598,31.915,90.541,93.828,113.029,125.751
377,6.2864,4.983,60.000,153.289,144.749,131.094,121.104,32.206,33.039,89.754,94.522,112.335,128.024
378,6.3031,4.973,60.000,152.417,144.557,131.642,121.544,32.635,33.396,88.327,92.881,112.716,126.996
379,6.3198,4.900,60.000,165.308,154.034,142.095,125.146,34.764,34.239,85.198,89.974,108.170,125.618
380,6.3365,4.778,60.000,166.017,151.285,144.330,125.415,34.417,34.142,89.119,85.855,117.584,119.795
381,6.3531,4.766,60.000,168.006,152.515,151.190,131.299,33.736,33.205,85.866,83.297,114.556,119.146
382,6.3698,4.582,60.000,167.818,161.933,149.499,133.658,33.892,33.469,77.368,76.294,100.009,108.441
383,6.3865,4.555,60.000,167.073,165.675,146.335,133.575,33.429,34.424,80.976,76.416,106.125,110.308
384,6.4032,4.438,60.000,165.144,165.912,145.584,134.730,33.587,34.452,90.417,78.943,120.197,117.777
385,6.4198,4.411,60.000,162.971,165.868,146.028,134.920,33.637,34.019,83.849,77.927,112.552,116.966
386,6.4365,4.431,60.000,163.356,164.166,146.541,134.567,33.933,33.980,71.028,74.696,100.060,111.752
387,6.4532,4.446,60.000,162.284,162.122,146.288,135.442,35.557,34.908,61.746,71.909,91.387,109.947
388,6.4699,4.586,60.000,155.611,152.369,144.041,135.274,34.038,33.119,61.947,70.914,91.362,108.368
389,6.4865,5.016,60.000,150.122,147.776,143.583,135.289,34.827,33.963,56.178,64.210,87.271,103.750
390,6.5032,5.472,60.000,145.061,140.945,142.078,131.691,36.243,34.505,48.737,59.150,80.877,101.485
391,6.5199,5.711,60.000,136.929,137.059,135.567,128.412,40.000,37.708,41.315,49.329,76.033,95.068
392,6.5366,5.814,60.000,138.071,143.873,131.686,126.109,44.858,42.100,44.505,49.292,85.750,103.043
393,6.5532,5.831,60.000,146.794,156.949,135.639,127.291,49.474,45.521,49.501,49.339,98.007,110.421
394,6.5699,5.889,60.000,141.886,148.468,131.234,123.073,45.322,41.654,44.241,46.866,89.222,102.569
395,6.5866,5.908,60.000,146.618,155.987,136.235,126.509,50.038,46.256,43.943,45.262,98.392,109.354
396,6.6033,5.821,60.000,148.580,157.500,137.831,127.963,50.724,46.745,38.713,41.736,97.200,110.423
397,6.6199,5.653,60.000,138.255,139.202,137.086,124.991,49.831,43.869,26.286,32.690,66.845,90.880
398,6.6366,5.202,60.000,139.179,136.970,134.052,123.274,41.289,37.984,24.183,31.455,68.967,93.381
399,6.6533,4.924,60.000,138.677,134.580,133.129,122.780,40.091,37.520,23.019,29.879,66.421,91.366
400,6.6700,4.731,60.000,135.712,130.847,128.839,119.989,34.668,33.379,20.177,28.639,63.619,79.802
401,6.6866,4.761,60.000,137.610,132.167,131.202,120.467,35.477,33.726,20.095,26.705,62.936,77.939
402,6.7033,4.868,60.000,137.497,131.432,130.011,119.707,34.262,32.746,19.367,26.430,64.344,78.310
403,6.7200,4.873,60.000,135.353,130.515,125.624,117.770,32.466,31.524,18.981,28.021,64.216,81.615
404,6.7367,4.978,60.000,140.562,137.528,124.764,117.303,31.045,30.210,20.493,22.933,57.535,71.241
405,6.7533,4.894,60.000,140.576,141.505,123.310,117.076,31.591,30.634,20.947,23.207,57.363,67.515
406,6.7700,4.865,60.000,138.079,139.650,119.729,115.478,30.465,30.003,19.868,22.661,59.099,67.886
407,6.7867,4.890,60.000,134.974,138.187,118.649,115.032,30.742,30.470,18.922,23.081,56.588,71.063
408,6.8034,4.667,60.000,135.129,137.163,119.021,115.192,31.104,30.811,18.838,23.136,57.627,71.959
409,6.8200,4.644,60.000,137.004,138.785,120.045,117.321,31.259,31.453,19.201,23.336,59.038,73.679
410,6.8367,4.620,60.000,136.560,139.466,118.906,118.006,30.896,31.403,19.154,23.126,58.738,72.921
411,6.8534,4.626,60.000,137.750,140.015,118.829,118.424,31.004,31.815,19.651,23.783,61.377,75.454
412,6.8701,4.641,60.000,137.755,140.356,117.948,118.407,30.975,31.900,19.861,24.328,61.378,76.802
413,6.8867,4.616,60.000,137.516,139.189,116.976,117.376,29.757,30.912,19.569,24.679,59.999,76.179
414,6.9034,4.568,60.000,137.621,138.918,117.458,117.283,30.087,31.087,19.433,24.700,60.143,76.312
415,6.9201,4.526,60.000,137.998,139.098,118.065,117.594,30.286,31.243,19.356,24.863,60.351,77.003
416,6.9368,4.471,60.000,139.360,140.221,119.335,118.525,30.697,31.581,19.495,25.356,61.096,78.700
417,6.9534,4.425,60.000,139.935,140.919,119.438,118.504,30.617,31.590,19.647,25.213,61.079,78.195
418,6.9701,4.355,60.000,140.507,140.870,121.088,119.195,31.547,32.314,19.588,25.309,60.809,78.513
419,6.9868,4.270,60.000,140.104,139.502,122.113,119.246,31.699,32.282,19.062,24.700,59.796,77.038
420,7.0035,4.223,60.000,139.370,138.829,122.072,119.090,31.659,32.200,18.738,24.617,59.440,76.439
421,7.0201,4.172,60.000,139.445,138.711,122.334,119.147,31.779,32.247,18.727,24.575,59.655,76.392
422,7.0368,4.030,60.000,139.118,138.380,122.828,119.475,31.889,32.355,18.427,24.889,60.692,77.390
423,7.0535,3.928,60.000,139.260,138.413,123.024,119.494,32.122,32.359,18.384,24.934,60.642,77.316
424,7.0702,3.854,60.000,139.753,139.052,123.136,119.549,32.189,32.403,18.511,25.479,61.125,78.281
425,7.0868,3.775,60.000,142.692,144.385,123.000,121.310,32.456,32.871,19.567,25.497,62.854,81.105
426,7.1035,3.739,60.000,143.590,145.902,122.833,121.732,32.528,32.951,19.961,25.507,63.158,81.483
427,7.1202,3.713,60.000,144.661,149.387,123.165,124.590,32.938,33.587,20.283,25.398,64.456,82.892
428,7.1369,3.717,60.000,145.113,148.939,123.926,124.465,32.767,33.260,20.054,25.633,63.366,83.718
429,7.1535,3.707,60.000,145.287,146.942,124.836,124.562,32.793,33.120,19.826,26.450,62.672,83.297
430,7.1702,3.735,60.000,145.124,146.092,125.105,123.969,32.862,32.967,19.833,26.334,61.918,81.969
431,7.1869,3.761,60.000,144.477,145.972,124.265,123.638,32.365,32.572,19.819,26.307,61.114,81.255
432,7.2036,3.786,60.000,143.543,145.248,122.889,122.623,31.729,32.047,19.799,26.213,61.215,80.729
433,7.2202,3.847,60.000,142.193,144.283,122.370,122.238,31.771,32.023,19.547,25.840,60.782,79.755
434,7.2369,3.878,60.000,141.988,143.592,122.475,121.611,32.130,32.156,19.625,25.908,60.856,79.823
435,7.2536,3.879,60.000,142.132,145.123,122.694,123.198,32.365,32.557,19.580,25.884,61.495,80.628
436,7.2703,3.912,60.000,143.467,146.267,124.624,125.087,32.701,32.815,19.529,25.731,62.535,80.950
437,7.2869,3.955,60.000,143.222,145.785,124.930,125.577,32.960,32.956,19.393,26.448,63.206,84.061
438,7.3036,4.048,60.000,143.864,146.534,125.179,125.589,33.461,33.468,19.762,26.777,63.668,85.175
439,7.3203,4.140,60.000,146.550,148.664,126.339,125.723,33.278,33.313,20.484,25.818,63.607,82.977
440,7.3370,4.239,60.000,147.480,149.035,127.012,125.470,32.102,32.068,20.398,24.126,62.813,76.411
441,7.3536,4.306,60.000,144.773,143.569,126.652,123.167,31.641,31.589,19.538,23.212,60.514,73.867
442,7.3703,4.522,60.000,147.005,144.069,130.014,123.742,32.273,31.969,19.352,23.590,60.736,74.341
443,7.3870,4.651,60.000,142.626,139.514,129.448,123.375,32.434,31.928,17.598,25.719,63.504,79.197
444,7.4037,4.750,60.000,147.835,143.732,133.684,125.930,32.964,32.171,18.076,27.103,67.287,83.146
445,7.4203,4.968,60.000,145.715,142.313,130.810,123.757,32.886,32.031,18.607,27.468,69.246,83.975
446,7.4370,5.076,60.000,143.678,139.815,129.684,122.443,32.889,31.874,18.598,26.921,65.901,82.008
447,7.4537,5.076,60.000,138.550,134.663,128.518,122.206,32.938,32.022,18.058,30.578,69.016,88.893
448,7.4704,5.208,60.000,136.366,133.919,127.794,122.289,32.826,31.686,20.625,31.985,67.506,88.927
449,7.4870,5.306,60.000,141.923,139.666,136.138,127.403,37.117,34.791,20.074,41.011,65.926,118.621
450,7.5037,5.356,60.000,145.207,142.880,137.467,127.689,36.819,34.513,24.215,37.604,71.031,100.242
451,7.5204,5.586,60.000,148.665,150.028,139.810,129.717,40.349,37.249,32.487,36.598,82.718,97.603
452,7.5371,5.754,60.000,147.683,150.508,140.036,130.521,42.971,39.579,37.049,39.478,86.799,99.453
453,7.5537,5.801,60.000,154.021,164.031,145.809,134.553,53.825,48.651,46.669,45.296,106.196,115.868
454,7.5704,5.848,60.000,153.572,162.919,141.150,130.625,48.660,44.508,47.493,47.226,99.414,112.386
455,7.5871,5.878,60.000,148.770,159.383,138.724,134.551,41.751,39.132,49.006,54.437,93.263,114.761
456,7.6038,5.862,60.000,147.826,149.563,140.334,137.315,34.485,33.385,45.843,60.362,82.591,109.401
457,7.6204,5.879,60.000,149.459,152.323,141.261,138.379,36.208,35.239,48.468,57.803,84.266,106.194
458,7.6371,5.883,60.000,151.375,153.778,146.980,144.971,35.258,34.846,51.414,59.103,87.072,107.015
459,7.6538,5.730,60.000,155.948,157.733,149.698,146.390,34.482,34.279,57.504,60.978,88.588,103.769
460,7.6705,5.575,60.000,158.054,159.776,148.341,145.910,31.583,32.051,71.177,67.311,97.334,109.784
461,7.6871,5.333,60.000,163.105,161.912,154.264,147.823,30.071,30.513,79.837,65.183,106.049,101.737
462,7.7038,5.136,60.000,166.070,166.605,156.269,149.072,30.575,31.091,88.286,72.893,112.011,111.078
463,7.7205,4.934,60.000,170.049,166.831,160.000,153.052,30.577,31.120,94.093,82.319,119.188,122.672
464,7.7372,4.862,60.000,168.254,172.975,159.559,150.381,32.374,32.339,107.535,86.959,139.771,130.886
465,7.7538,5.029,60.000,169.221,170.006,158.435,148.974,32.295,32.323,96.877,90.000,123.538,132.168
466,7.7705,5.320,60.000,167.492,168.012,151.866,146.378,31.059,31.979,90.594,92.998,117.276,132.445
467,7.7872,5.406,60.000,164.946,172.100,146.293,140.072,31.096,31.784,91.641,93.427,116.700,134.282
468,7.8039,5.602,60.000,164.732,165.504,139.633,136.384,29.380,30.192,88.664,87.235,107.545,117.899
469,7.8205,5.681,60.000,162.932,161.890,138.706,132.031,28.731,29.656,92.515,87.784,114.411,119.419
470,7.8372,5.607,60.000,163.549,161.466,139.489,132.547,27.560,28.983,93.824,88.781,113.832,122.027
471,7.8539,5.524,60.000,155.180,157.816,132.639,131.288,26.198,27.746,95.590,85.378,117.730,116.813
472,7.8706,5.550,60.000,150.556,158.007,125.843,129.624,25.474,27.348,98.457,78.246,118.650,110.375
473,7.8872,5.576,60.000,147.869,156.386,124.197,129.700,25.661,27.875,101.194,79.666,121.787,110.559
474,7.9039,5.489,60.000,139.754,150.975,117.366,126.377,27.499,29.488,102.063,81.479,120.975,110.763
475,7.9206,5.393,60.000,137.767,149.912,114.666,125.047,27.661,29.748,103.614,85.749,123.472,113.600
476,7.9373,5.374,60.000,139.508,145.991,117.417,121.568,29.366,31.014,105.704,88.702,125.299,115.507
477,7.9539,5.370,60.000,141.208,145.490,116.444,117.625,30.303,32.001,111.307,92.265,131.978,117.398
478,7.9706,5.272,60.000,145.260,144.643,120.149,117.877,31.408,32.840,112.663,94.500,133.185,120.324
479,7.9873,5.238,60.000,142.400,142.361,120.136,118.970,30.349,31.803,113.885,94.316,135.219,119.578
480,8.0040,5.024,60.000,141.457,141.087,119.369,119.192,30.467,31.832,112.978,95.649,132.904,119.969
481,8.0206,4.853,60.000,147.244,146.558,120.131,120.336,31.042,32.139,111.811,100.248,130.933,123.046
482,8.0373,4.617,60.000,149.441,149.504,122.539,123.742,30.874,32.350,109.251,102.059,128.399,126.306
483,8.0540,4.427,60.000,156.182,158.239,126.631,128.182,31.781,33.208,112.694,104.592,130.991,129.408
484,8.0707,4.222,60.000,155.744,157.463,127.542,129.049,32.581,33.013,111.275,107.110,129.297,131.781
485,8.0873,4.162,60.000,156.543,159.156,127.794,130.196,32.865,33.016,112.258,106.643,130.090,130.755
486,8.1040,4.118,60.000,158.944,161.640,128.855,130.853,34.062,33.664,114.533,107.876,133.107,132.128
487,8.1207,3.954,60.000,159.363,162.049,129.320,132.844,33.412,33.915,112.920,108.217,131.253,131.936
488,8.1374,3.913,60.000,158.328,159.941,128.209,133.578,32.359,32.568,112.254,110.128,129.326,135.164
489,8.1540,3.896,60.000,157.685,159.931,127.632,133.085,31.615,32.183,111.286,109.117,126.578,134.192
490,8.1707,3.904,60.000,160.185,164.576,127.478,132.180,31.617,32.277,114.793,106.702,132.308,129.955
491,8.1874,3.905,60.000,159.260,165.677,126.000,132.705,30.359,31.095,115.931,106.451,134.155,129.514
492,8.2041,3.887,60.000,158.981,164.953,125.083,133.364,29.600,30.452,115.567,106.906,134.370,130.947
493,8.2207,3.930,60.000,155.529,162.018,124.835,133.614,29.280,30.621,111.443,105.027,128.784,129.844
494,8.2374,3.944,60.000,152.795,160.641,124.663,133.322,29.650,30.656,110.664,102.664,128.845,126.907
495,8.2541,3.979,60.000,151.656,160.602,122.677,132.337,29.097,30.053,110.810,98.335,129.204,122.476
496,8.2708,3.953,60.000,153.572,164.877,122.291,132.417,28.631,29.736,112.102,98.177,130.121,119.329
497,8.2874,3.910,60.000,153.448,164.155,122.440,132.713,28.826,29.931,111.679,98.785,129.590,120.219
498,8.3041,3.866,60.000,153.954,162.699,123.970,132.942,28.238,29.267,110.091,97.657,128.185,121.349
